SID,T-06:00:00,NODE
1,0,20571
2,0,21335
3,0,30028
4,0,22343
5,0,17860
6,0,22644
7,0,9483
8,0,23498
9,0,21210
10,0,20571
11,0,15780
12,0,16522
13,0,27338
14,0,29430
15,0,19475
16,0,20521
17,0,22749
18,0,25659
19,0,33085
20,0,9910
21,0,29652
22,0,16737
23,0,34261
24,0,26401
25,0,33683
26,0,34419
27,0,30120
28,0,28110
29,0,35502
30,0,27035
31,0,26120
32,0,33188
33,0,27002
34,0,24315
35,0,26277
36,0,16380
37,0,25097
38,0,24936
39,0,29389
40,0,32321
41,0,29095
42,0,28188
43,0,31381
44,0,21830
45,0,27391
46,0,24262
47,0,18917
48,0,31467
49,0,21094
50,0,21402
51,0,23604
52,0,22972
53,0,48583
54,0,29699
55,0,32256
56,0,23626
57,0,26764
58,0,25823
59,0,19582
60,0,34299
61,0,24201
62,0,48665
63,0,16885
64,0,34014
65,0,25868
66,0,16291
67,0,14452
68,0,26140
69,0,12243
70,0,31865
71,0,22787
72,0,27242
73,0,27555
74,0,26730
75,0,17511
76,0,31464
77,0,33707
78,0,35522
79,0,29533
80,0,25601
81,0,24341
82,0,26956
83,0,21374
84,0,32594
85,0,19338
86,0,17628
87,0,27306
88,0,19146
89,0,22466
90,0,22817
91,0,27002
92,0,12791
93,0,19147
94,0,29061
95,0,33247
96,0,29095
97,0,19345
98,0,32946
99,0,25562
100,0,20571
101,0,22096
102,0,12243
103,0,18959
104,0,48944
105,0,28857
106,0,27348
107,0,20050
108,0,29306
109,0,19803
110,0,13960
111,0,18774
112,0,24654
113,0,16234
114,0,28110
115,0,27281
116,0,32782
117,0,28743
118,0,33182
119,0,26871
120,0,23749
121,0,15780
122,0,30045
123,0,16477
124,0,18013
125,0,21293
126,0,23628
127,0,25815
128,0,23626
129,0,23220
130,0,16234
131,0,27410
132,0,19686
133,0,29095
134,0,48944
135,0,12155
136,0,22122
137,0,26262
138,0,26701
139,0,27716
140,0,22242
141,0,32917
142,0,25539
143,0,30718
144,0,30935
145,0,26511
146,0,25338
147,0,26068
148,0,20605
149,0,28367
150,0,22353
151,0,21972
152,0,25338
153,0,23301
154,0,26694
155,0,24999
156,0,20463
157,0,31271
158,0,31424
159,0,30143
160,0,50192
161,0,21720
162,0,49173
163,0,27259
164,0,29779
165,0,22247
166,0,25548
167,0,12243
168,0,26884
169,0,23663
170,0,26208
171,0,49377
172,0,29871
173,0,22544
174,0,20190
175,0,15390
176,0,18265
177,0,26321
178,0,27472
179,0,19544
180,0,24654
181,0,27455
182,0,28110
183,0,24871
184,0,24341
185,0,26010
186,0,25334
187,0,22226
188,0,21122
189,0,27552
190,0,27181
191,0,26474
192,0,31381
193,0,28185
194,0,29652
195,0,10473
196,0,31464
197,0,16846
198,0,19338
199,0,17511
200,0,50192
201,0,25294
202,0,27129
203,0,20605
204,0,12791
205,0,26618
206,0,19811
207,0,15604
208,0,31605
209,0,26558
210,0,15701
211,0,17807
212,0,27011
213,0,20761
214,0,25958
215,0,34609
216,0,23749
217,0,30412
218,0,23245
219,0,9865
220,0,20594
221,0,20761
222,0,25123
223,0,29714
224,0,29430
225,0,31844
226,0,23626
227,0,48677
228,0,27865
229,0,31454
230,0,33109
231,0,26682
232,0,22255
233,0,22193
234,0,20190
235,0,20770
236,0,25164
237,0,30718
238,0,26839
239,0,23537
240,0,20151
241,0,25340
242,0,25942
243,0,26197
244,0,22141
245,0,22193
246,0,28061
247,0,30720
248,0,25548
249,0,24575
250,0,23706
251,0,23151
252,0,23221
253,0,19217
254,0,21147
255,0,21797
256,0,22193
257,0,22956
258,0,22544
259,0,23329
260,0,31844
261,0,48299
262,0,27266
263,0,8424
264,0,12243
265,0,30069
266,0,31844
267,0,11155
268,0,26355
269,0,17459
270,0,23163
271,0,30028
272,0,31271
273,0,17932
274,0,29890
275,0,26158
276,0,29208
277,0,12243
278,0,25447
279,0,29306
280,0,26393
281,0,25964
282,0,24999
283,0,17325
284,0,24308
285,0,29707
286,0,22660
287,0,26610
288,0,23584
289,0,23792
290,0,33998
291,0,30031
292,0,10215
293,0,34910
294,0,16925
295,0,22768
296,0,23184
297,0,27521
298,0,24954
299,0,24020
300,0,24191
301,0,31958
302,0,22644
303,0,24611
304,0,30878
305,0,31838
306,0,23167
307,0,22707
308,0,33662
309,0,29095
310,0,33085
311,0,28963
312,0,25164
313,0,30564
314,0,29890
315,0,27729
316,0,29890
317,0,27507
318,0,20784
319,0,22660
320,0,27019
321,0,22164
322,0,26227
323,0,29437
324,0,19695
325,0,12791
326,0,26694
327,0,27595
328,0,20571
329,0,48683
330,0,22911
331,0,27542
332,0,31570
333,0,13071
334,0,15753
335,0,27266
336,0,27205
337,0,26628
338,0,27032
339,0,10418
340,0,50192
341,0,30935
342,0,27948
343,0,50126
344,0,26068
345,0,26166
346,0,18265
347,0,25779
348,0,27622
349,0,31787
350,0,33662
351,0,23582
352,0,30792
353,0,26454
354,0,25659
355,0,24654
356,0,25319
357,0,16390
358,0,21122
359,0,20259
360,0,24527
361,0,27542
362,0,21436
363,0,26174
364,0,28562
365,0,25864
366,0,20162
367,0,18444
368,0,20228
369,0,27696
370,0,29754
371,0,25338
372,0,32228
373,0,33214
374,0,22749
375,0,16975
376,0,26705
377,0,25282
378,0,29690
379,0,29216
380,0,25893
381,0,12243
382,0,34394
383,0,26910
384,0,22824
385,0,27477
386,0,27552
387,0,22286
388,0,13098
389,0,23574
390,0,27220
391,0,20349
392,0,34518
393,0,25815
394,0,33662
395,0,23498
396,0,24514
397,0,29580
398,0,24166
399,0,26910
400,0,48944
401,0,25321
402,0,17186
403,0,30462
404,0,21892
405,0,25792
406,0,23749
407,0,25885
408,0,19615
409,0,26355
410,0,24611
411,0,31464
412,0,27542
413,0,19183
414,0,27281
415,0,23568
416,0,27011
417,0,22236
418,0,28689
419,0,16624
420,0,24002
421,0,26767
