SID,T-06:00:00,NODE
1,0,12791
2,0,17801
3,0,19886
4,0,14168
5,0,29676
6,0,23573
7,0,20532
8,0,19545
9,0,31038
10,0,15701
11,0,30028
12,0,31913
13,0,33662
14,0,27338
15,0,28756
16,0,24282
17,0,22507
18,0,26610
19,0,22602
20,0,27564
21,0,28948
22,0,17455
23,0,18444
24,0,16522
25,0,20123
26,0,30419
27,0,25815
28,0,17889
29,0,21470
30,0,28190
31,0,23245
32,0,22544
33,0,23184
34,0,26862
35,0,34419
36,0,32602
37,0,24220
38,0,20370
39,0,31844
40,0,19465
41,0,15780
42,0,26052
43,0,28110
44,0,22996
45,0,8806
46,0,19963
47,0,25885
48,0,21335
49,0,23345
50,0,33287
51,0,23982
52,0,24044
53,0,25795
54,0,20891
55,0,29341
56,0,24119
57,0,25997
58,0,24927
59,0,10216
60,0,10198
61,0,19770
62,0,32929
63,0,32118
64,0,21122
65,0,30506
66,0,15780
67,0,31208
68,0,33266
69,0,33840
70,0,24122
71,0,26804
72,0,25562
73,0,16885
74,0,11019
75,0,25779
76,0,20468
77,0,32118
78,0,16969
79,0,28809
80,0,18963
81,0,31051
82,0,26733
83,0,24999
84,0,24600
85,0,29290
86,0,25104
87,0,29714
88,0,16380
89,0,23446
90,0,21417
91,0,23792
92,0,30174
93,0,25200
94,0,22259
95,0,27914
96,0,27251
97,0,27716
98,0,34713
99,0,33266
100,0,18016
101,0,22716
102,0,15753
103,0,19266
104,0,48236
105,0,23708
106,0,48036
107,0,24927
108,0,28367
109,0,8907
110,0,24130
111,0,27546
112,0,25274
113,0,23301
114,0,23498
115,0,33263
116,0,12590
117,0,22911
118,0,27564
119,0,10352
120,0,22810
121,0,30478
122,0,48337
123,0,27365
124,0,25815
125,0,27024
126,0,30228
127,0,29430
128,0,25652
129,0,12243
130,0,31838
131,0,25372
132,0,19786
133,0,24315
134,0,25184
135,0,26714
136,0,33806
137,0,30754
138,0,23597
139,0,26564
140,0,27189
141,0,34317
142,0,17234
143,0,25395
144,0,31243
145,0,20680
146,0,27865
147,0,29580
148,0,50192
149,0,25338
150,0,23519
151,0,25094
152,0,34760
153,0,24232
154,0,23375
155,0,26080
156,0,29865
157,0,28144
158,0,33662
159,0,17801
160,0,20278
161,0,18169
162,0,23734
163,0,20043
164,0,12155
165,0,26839
166,0,18802
167,0,31716
168,0,15701
169,0,31787
170,0,25005
171,0,24105
172,0,24331
173,0,26485
174,0,12243
175,0,28110
176,0,33021
177,0,22575
178,0,26691
179,0,24999
180,0,27432
181,0,33697
182,0,24130
183,0,18265
184,0,28434
185,0,29181
186,0,22791
187,0,28188
188,0,48337
189,0,23369
190,0,26318
191,0,13269
192,0,21853
193,0,23221
194,0,34620
195,0,24871
196,0,26068
197,0,24514
198,0,22972
199,0,26925
200,0,29028
201,0,25699
202,0,12243
203,0,24575
204,0,11137
205,0,23519
206,0,33998
207,0,19111
208,0,19273
209,0,23221
210,0,31203
211,0,31838
212,0,22604
213,0,25263
214,0,22287
215,0,23559
216,0,25094
217,0,23644
218,0,27039
219,0,26401
220,0,30069
221,0,23644
222,0,19338
223,0,24804
224,0,48583
225,0,31650
226,0,12791
227,0,18959
228,0,20818
229,0,21878
230,0,22242
231,0,34916
232,0,25263
233,0,23845
234,0,33697
235,0,21420
236,0,23221
237,0,27195
238,0,22507
239,0,33153
240,0,34931
241,0,24255
242,0,18494
243,0,50197
244,0,26717
245,0,33061
246,0,31032
247,0,48261
248,0,26118
249,0,25307
250,0,23845
251,0,23245
252,0,33348
253,0,30897
254,0,19821
255,0,27720
256,0,27659
257,0,33998
258,0,23792
259,0,28114
260,0,24638
261,0,22623
262,0,25351
263,0,27542
264,0,22287
265,0,21374
266,0,26705
267,0,25612
268,0,15493
269,0,23198
270,0,28568
271,0,26000
272,0,25519
273,0,17350
274,0,30572
275,0,33187
276,0,18804
277,0,26834
278,0,26615
279,0,20459
280,0,35104
281,0,27161
282,0,24327
283,0,26884
284,0,25406
285,0,22406
286,0,11829
287,0,25094
288,0,21860
289,0,26866
290,0,30478
291,0,27591
292,0,27120
293,0,25604
294,0,30506
295,0,25278
296,0,21122
297,0,25418
298,0,27290
299,0,24002
300,0,25406
301,0,23607
302,0,19661
303,0,33740
304,0,19217
305,0,21289
306,0,22563
307,0,27472
308,0,26277
309,0,29893
310,0,31429
311,0,26010
312,0,29890
313,0,28826
314,0,18165
315,0,16690
316,0,23446
317,0,22287
318,0,16563
319,0,20115
320,0,19347
321,0,21230
322,0,25200
323,0,19498
324,0,48600
325,0,27494
326,0,21801
327,0,24678
328,0,27468
329,0,12777
330,0,22724
331,0,25754
332,0,27002
333,0,19803
334,0,22705
335,0,21771
336,0,48541
337,0,29652
338,0,27199
339,0,30385
340,0,21256
341,0,24134
342,0,26562
343,0,26432
344,0,22455
345,0,22252
346,0,25279
347,0,26379
348,0,9387
349,0,29095
350,0,25372
351,0,33407
352,0,15596
353,0,23888
354,0,24612
355,0,30028
356,0,35275
357,0,28857
358,0,20549
