SID,T-06:00:00,NODE
1,0,20818
2,0,26850
3,0,25104
4,0,26166
5,0,31243
6,0,23706
7,0,19914
8,0,30091
9,0,27014
10,0,27383
11,0,22724
12,0,26262
13,0,25964
14,0,23792
15,0,26068
16,0,17538
17,0,13624
18,0,22255
19,0,50192
20,0,25447
21,0,13216
22,0,31838
23,0,26596
24,0,31381
25,0,24028
26,0,34350
27,0,18257
28,0,22331
29,0,23792
30,0,17100
31,0,25406
32,0,21107
33,0,27552
34,0,24527
35,0,15890
36,0,22317
37,0,24191
38,0,19239
39,0,16884
40,0,26804
41,0,10055
42,0,34688
43,0,22141
44,0,27948
45,0,26779
46,0,30363
47,0,21063
48,0,24514
49,0,19498
50,0,50205
51,0,18398
52,0,24130
53,0,21936
54,0,23077
55,0,31622
56,0,23198
57,0,25452
58,0,27542
59,0,26850
60,0,27572
61,0,22518
62,0,22644
63,0,27338
64,0,22193
65,0,32949
66,0,25334
67,0,22751
68,0,21822
69,0,30620
70,0,31644
71,0,29714
72,0,18523
73,0,16597
74,0,30878
75,0,24397
76,0,22126
77,0,31115
78,0,29389
79,0,30453
80,0,21785
81,0,23769
82,0,29580
83,0,20770
84,0,27477
85,0,26649
86,0,23895
87,0,23245
88,0,26760
89,0,24119
90,0,25974
91,0,29482
92,0,21487
93,0,27768
94,0,25324
95,0,21429
96,0,25584
97,0,28190
98,0,18774
99,0,12243
100,0,31409
101,0,22660
102,0,24816
103,0,29357
104,0,18012
105,0,29061
106,0,26733
107,0,27328
108,0,21147
109,0,27120
110,0,17801
111,0,19195
112,0,19158
113,0,28857
114,0,29144
115,0,30143
116,0,20571
117,0,27568
118,0,27338
119,0,28228
120,0,47742
121,0,20680
122,0,27716
123,0,29749
124,0,33709
125,0,25035
126,0,21762
127,0,13551
128,0,22146
129,0,31704
130,0,31721
131,0,25978
132,0,27019
133,0,19770
134,0,21402
135,0,26196
136,0,25770
137,0,22141
138,0,26717
139,0,23530
140,0,26822
141,0,28467
142,0,29430
143,0,25338
144,0,26730
145,0,23706
146,0,27002
147,0,19494
148,0,20158
149,0,22324
150,0,32743
151,0,25372
152,0,26623
153,0,19498
154,0,23530
155,0,24308
156,0,25334
157,0,29521
158,0,23622
159,0,24575
160,0,22137
161,0,26916
162,0,22422
163,0,19544
164,0,29913
165,0,25970
166,0,22791
167,0,25200
168,0,24119
169,0,31958
170,0,48663
171,0,23574
172,0,21063
173,0,31241
174,0,19345
175,0,19923
176,0,50197
177,0,14452
178,0,29890
179,0,32946
180,0,25942
181,0,21175
182,0,29465
183,0,24568
184,0,30028
185,0,18392
186,0,25652
187,0,22287
188,0,15204
189,0,12243
190,0,20818
191,0,19886
192,0,21470
193,0,27281
194,0,9894
195,0,13584
196,0,36561
197,0,27072
198,0,29028
199,0,23369
200,0,25282
201,0,16765
202,0,20670
203,0,27428
204,0,30415
205,0,32946
206,0,19344
207,0,25028
208,0,29638
209,0,19111
210,0,21168
211,0,48583
212,0,25276
213,0,26680
214,0,20468
215,0,26985
216,0,25200
217,0,49726
218,0,22345
219,0,27317
220,0,33722
221,0,18495
222,0,26321
223,0,16222
224,0,34916
225,0,26599
226,0,29430
227,0,13255
228,0,29282
229,0,23628
230,0,30392
231,0,34369
232,0,16452
233,0,23498
234,0,23519
235,0,28633
236,0,29652
237,0,20141
238,0,30689
239,0,29913
240,0,29028
241,0,23369
242,0,19661
243,0,23792
244,0,48583
245,0,20158
246,0,24040
247,0,25784
248,0,22747
249,0,23644
250,0,27771
251,0,12243
252,0,19111
253,0,29735
254,0,12227
255,0,31051
256,0,34066
257,0,22911
258,0,48723
259,0,29699
260,0,35275
261,0,23928
262,0,19183
263,0,22345
264,0,23185
265,0,26800
266,0,29128
267,0,25372
268,0,28724
269,0,7212
270,0,19015
271,0,12243
272,0,13923
273,0,22345
274,0,23847
275,0,18494
276,0,24967
277,0,20946
278,0,20463
279,0,20305
280,0,26645
281,0,25810
282,0,34447
283,0,27564
284,0,29984
285,0,27608
286,0,28809
287,0,23442
288,0,19494
289,0,20473
290,0,19200
291,0,29913
292,0,29413
293,0,25302
294,0,25548
295,0,27692
296,0,30720
297,0,28286
298,0,34437
299,0,27555
300,0,23749
301,0,29269
302,0,31454
303,0,19034
304,0,27032
305,0,48337
306,0,29893
307,0,23152
308,0,23612
309,0,28826
310,0,26318
311,0,12243
312,0,21628
313,0,20046
314,0,19314
315,0,21256
316,0,34931
317,0,19740
318,0,21293
319,0,25279
320,0,24588
321,0,30031
322,0,17285
323,0,25200
324,0,21424
325,0,20158
326,0,31568
327,0,26063
328,0,33754
329,0,23087
330,0,33998
331,0,23537
332,0,26273
333,0,28809
334,0,18959
335,0,29652
336,0,31844
337,0,22345
338,0,20046
339,0,19963
340,0,28809
341,0,16140
342,0,11546
343,0,27816
344,0,31381
345,0,26906
346,0,34736
347,0,25035
348,0,25104
349,0,20730
350,0,30028
351,0,47968
352,0,28514
353,0,25974
354,0,19312
355,0,12243
356,0,47989
357,0,25604
358,0,17335
359,0,26311
360,0,26355
361,0,25227
362,0,22141
363,0,25550
364,0,28514
365,0,21861
366,0,12243
367,0,33960
368,0,24191
369,0,25170
370,0,16380
371,0,25307
372,0,28084
373,0,28520
374,0,27222
375,0,15511
376,0,31978
377,0,50192
378,0,28783
379,0,26610
380,0,21963
381,0,18257
382,0,26680
383,0,26406
384,0,34419
385,0,27442
386,0,27842
387,0,25562
388,0,28005
389,0,26180
390,0,24862
391,0,18420
392,0,48937
393,0,21822
394,0,20549
395,0,29095
396,0,23221
397,0,37207
398,0,25094
399,0,30091
400,0,17956
401,0,25726
402,0,21168
403,0,30243
404,0,23766
405,0,27383
406,0,26808
407,0,13543
408,0,20468
409,0,35104
410,0,27062
411,0,18265
412,0,17459
413,0,26618
414,0,21193
415,0,23628
416,0,27441
417,0,26265
