SID,T-06:00:00,NODE
1,0,27152
2,0,27317
3,0,26086
4,0,27158
5,0,19534
6,0,48299
7,0,18420
8,0,27245
9,0,31467
10,0,26859
11,0,22137
12,0,48979
13,0,25200
14,0,29306
15,0,26981
16,0,21119
17,0,34307
18,0,21107
19,0,27306
20,0,20091
21,0,13071
22,0,18495
23,0,26764
24,0,22146
25,0,48337
26,0,34688
27,0,27564
28,0,25094
29,0,22768
30,0,23363
31,0,19242
32,0,31331
33,0,28950
34,0,25274
35,0,48543
36,0,22137
37,0,23663
38,0,21966
39,0,19544
40,0,48557
41,0,50192
42,0,28178
43,0,26489
44,0,23508
45,0,23487
46,0,25340
47,0,19544
48,0,29014
49,0,31104
50,0,27181
51,0,23769
52,0,33348
53,0,27338
54,0,48543
55,0,16255
56,0,26227
57,0,30520
58,0,21370
59,0,21822
60,0,25200
61,0,34371
62,0,33662
63,0,18802
64,0,22279
65,0,22694
66,0,32512
67,0,19991
68,0,16765
69,0,28610
70,0,12243
71,0,27537
72,0,25457
73,0,25410
74,0,30745
75,0,34980
76,0,25495
77,0,34428
78,0,21337
79,0,21036
80,0,24049
81,0,23797
82,0,31637
83,0,21872
84,0,18959
85,0,25452
86,0,25845
87,0,17867
88,0,48944
89,0,29084
90,0,20764
91,0,24112
92,0,24414
93,0,26152
94,0,21147
95,0,25845
96,0,25116
97,0,24040
98,0,33811
99,0,20434
100,0,29801
101,0,22001
102,0,47968
103,0,27816
104,0,24191
105,0,24168
106,0,15792
107,0,32791
108,0,24788
109,0,48330
110,0,26308
111,0,21166
112,0,20162
113,0,18918
114,0,26321
115,0,24122
116,0,22817
117,0,25190
118,0,32171
119,0,27455
120,0,19417
121,0,19803
122,0,21093
123,0,29095
124,0,17226
125,0,24648
126,0,18457
127,0,25324
128,0,49122
129,0,22193
130,0,22869
131,0,25326
132,0,50205
133,0,29095
134,0,31076
135,0,33998
136,0,31771
137,0,48660
138,0,31716
139,0,48933
140,0,29290
141,0,19770
142,0,27039
143,0,19545
144,0,20158
145,0,26906
146,0,18917
147,0,28680
148,0,28188
149,0,23184
150,0,23468
151,0,22579
152,0,26284
153,0,8680
154,0,29714
155,0,21173
156,0,23930
157,0,10716
158,0,24210
159,0,25254
160,0,26899
161,0,22795
162,0,29377
163,0,31844
164,0,22252
165,0,19312
166,0,29676
167,0,29508
168,0,17883
169,0,16477
170,0,18262
171,0,28680
172,0,22343
173,0,32032
174,0,28900
175,0,47989
176,0,28430
177,0,18334
178,0,31622
179,0,30278
180,0,14397
181,0,25659
182,0,28520
183,0,17538
184,0,27417
185,0,19534
186,0,23604
187,0,27205
188,0,29918
189,0,28062
190,0,24210
191,0,27629
192,0,32256
193,0,30120
194,0,19533
195,0,26411
196,0,17504
197,0,29486
198,0,29801
199,0,34898
200,0,23209
201,0,12791
202,0,26086
203,0,25123
204,0,17154
205,0,28558
206,0,25319
207,0,30259
208,0,48506
209,0,18494
210,0,38148
211,0,21402
212,0,24996
213,0,25942
214,0,20741
215,0,19991
216,0,17453
217,0,33188
218,0,24168
219,0,31104
220,0,48944
221,0,30951
222,0,28948
223,0,29893
224,0,19111
225,0,29518
226,0,27608
227,0,26730
228,0,31641
229,0,30359
230,0,16411
231,0,13483
232,0,26078
233,0,25868
234,0,25548
235,0,10473
236,0,27355
237,0,26856
238,0,29269
239,0,21273
240,0,19498
241,0,35028
242,0,26682
243,0,34931
244,0,19312
245,0,14330
246,0,35436
247,0,30028
248,0,21410
249,0,25699
250,0,28826
251,0,23937
252,0,26636
253,0,18802
254,0,17459
255,0,12243
256,0,27172
257,0,20434
258,0,18512
259,0,13442
260,0,17769
261,0,20141
262,0,22353
263,0,17295
264,0,34751
265,0,31991
266,0,25522
267,0,28978
268,0,25340
269,0,22890
270,0,23422
271,0,28857
272,0,21341
273,0,23221
274,0,24654
275,0,26522
276,0,33720
277,0,22749
278,0,27780
279,0,25279
280,0,23766
281,0,27120
282,0,21230
283,0,27281
284,0,26610
285,0,30098
286,0,25792
287,0,17411
288,0,32323
289,0,16140
290,0,19914
291,0,24468
292,0,25815
293,0,22193
294,0,9483
295,0,35210
296,0,26405
297,0,22007
298,0,23302
299,0,27622
300,0,34755
