SID,T-06:00:00,NODE
1,0,28809
2,0,23548
3,0,22343
4,0,16475
5,0,28907
6,0,25815
7,0,27761
8,0,30098
9,0,27783
10,0,25823
11,0,28373
12,0,26792
13,0,31454
14,0,27410
15,0,25525
16,0,29002
17,0,24210
18,0,24119
19,0,31187
20,0,25453
21,0,24746
22,0,23628
23,0,24028
24,0,26068
25,0,32949
26,0,19303
27,0,29282
28,0,27281
29,0,20753
30,0,20278
31,0,20120
32,0,20818
33,0,10473
34,0,27472
35,0,19869
36,0,23221
37,0,33209
38,0,10198
39,0,26839
40,0,30196
41,0,26227
42,0,18392
43,0,22238
44,0,16304
45,0,23699
46,0,30385
47,0,28110
48,0,25580
49,0,33061
50,0,33662
51,0,22188
52,0,26166
53,0,26021
54,0,23264
55,0,25524
56,0,31105
57,0,24138
58,0,19991
59,0,27537
60,0,24049
61,0,27281
62,0,28144
63,0,30243
64,0,25519
65,0,27812
66,0,24341
67,0,26364
68,0,22287
69,0,25815
70,0,23792
71,0,26277
72,0,23618
73,0,25788
74,0,25028
75,0,23792
76,0,21901
77,0,27572
78,0,21539
79,0,26981
80,0,31795
81,0,48677
82,0,25190
83,0,32163
84,0,26923
85,0,35104
86,0,4748
87,0,31870
88,0,20393
89,0,30718
90,0,29417
91,0,26594
92,0,31243
93,0,20447
94,0,31855
95,0,28857
96,0,26808
97,0,29735
98,0,23684
99,0,24999
100,0,25601
101,0,20235
102,0,26804
103,0,27167
104,0,31467
105,0,22751
106,0,33662
107,0,25276
108,0,23749
109,0,30506
110,0,28898
111,0,30718
112,0,23022
113,0,27348
114,0,30935
115,0,30120
116,0,28116
117,0,21869
118,0,27542
119,0,31499
120,0,23209
121,0,24308
122,0,27195
123,0,22252
124,0,22345
125,0,29104
126,0,23530
127,0,27542
128,0,22193
129,0,28809
130,0,48374
131,0,27338
132,0,21822
133,0,34644
134,0,21124
135,0,26925
136,0,17883
137,0,29084
138,0,24334
139,0,25704
140,0,23607
141,0,26435
142,0,25372
143,0,34354
144,0,19803
145,0,25522
146,0,32343
147,0,31716
148,0,24105
149,0,33998
150,0,26361
151,0,24262
152,0,31865
153,0,34419
154,0,25302
155,0,27194
156,0,24150
157,0,33050
158,0,29580
159,0,19314
160,0,32716
161,0,18431
162,0,31473
163,0,26682
164,0,16518
165,0,27802
166,0,23653
167,0,19338
168,0,25340
169,0,23221
170,0,31222
171,0,24066
172,0,24527
173,0,28373
174,0,34428
175,0,26118
176,0,27716
177,0,28813
178,0,30120
179,0,27761
180,0,25190
181,0,26052
182,0,18494
183,0,27605
184,0,50197
185,0,24232
186,0,25612
187,0,24422
188,0,25160
189,0,21436
190,0,26321
191,0,20235
192,0,20818
193,0,29095
194,0,19273
195,0,16765
196,0,27564
197,0,50192
198,0,25847
199,0,21374
200,0,48677
201,0,26859
202,0,12243
203,0,24527
204,0,20741
205,0,22749
206,0,31838
207,0,17801
208,0,22122
209,0,24642
210,0,32743
211,0,12588
212,0,30462
213,0,27410
214,0,25562
215,0,26498
216,0,48682
217,0,24057
218,0,21626
219,0,30028
220,0,20235
221,0,23494
222,0,23185
223,0,28520
224,0,23311
225,0,21436
226,0,24069
227,0,48330
228,0,22331
229,0,26714
