SID,T-06:00:00,NODE
1,0,31208
2,0,13058
3,0,21309
4,0,11760
5,0,29432
6,0,21420
7,0,27281
8,0,27328
9,0,23564
10,0,16563
11,0,22003
12,0,28207
13,0,13575
14,0,23221
15,0,20162
16,0,26871
17,0,19020
18,0,25974
19,0,22255
20,0,19344
21,0,25380
22,0,23127
23,0,22159
24,0,19273
25,0,23253
26,0,18042
27,0,13357
28,0,21107
29,0,27564
30,0,21872
31,0,28144
32,0,23709
33,0,25891
34,0,31838
35,0,14349
36,0,36561
37,0,24270
38,0,32780
39,0,18211
40,0,28562
41,0,26456
42,0,12243
43,0,20818
44,0,22188
45,0,19338
46,0,27765
47,0,29707
48,0,23930
49,0,22787
50,0,21966
51,0,27014
52,0,12243
53,0,25885
54,0,24341
55,0,23446
56,0,25302
57,0,21107
58,0,31838
59,0,20680
60,0,26628
61,0,26699
62,0,19266
63,0,18495
64,0,12791
65,0,25984
66,0,32105
67,0,15212
68,0,34755
69,0,20370
70,0,27328
71,0,28190
72,0,9910
73,0,31838
74,0,24871
75,0,18164
76,0,29566
77,0,27281
78,0,50192
79,0,24049
80,0,30028
81,0,33187
82,0,13019
83,0,23220
84,0,31844
85,0,23628
86,0,26369
87,0,22905
88,0,33876
89,0,27124
90,0,22583
91,0,21995
92,0,31200
93,0,22279
94,0,25964
95,0,28012
96,0,21886
97,0,22137
98,0,27195
99,0,29247
100,0,23865
101,0,23380
102,0,24460
103,0,32743
104,0,34304
105,0,22422
106,0,16871
107,0,18872
108,0,23162
109,0,47664
110,0,33081
111,0,26063
112,0,26166
113,0,22676
114,0,28692
115,0,32163
116,0,21720
117,0,26884
118,0,17900
119,0,33960
120,0,21677
121,0,21998
122,0,26596
123,0,30935
124,0,20594
125,0,34447
126,0,31688
127,0,28439
128,0,26000
129,0,48723
130,0,25714
131,0,27564
132,0,25659
133,0,21539
134,0,33662
135,0,34243
136,0,19365
137,0,30031
138,0,28974
139,0,28116
140,0,27559
141,0,21431
142,0,25028
143,0,22440
144,0,28367
145,0,11829
146,0,49671
147,0,22055
148,0,26262
149,0,25997
150,0,28434
151,0,19770
