SID,T-06:00:00,NODE
1,0,25094
2,0,16891
3,0,12243
4,0,30363
5,0,22179
6,0,27472
7,0,30463
8,0,33251
9,0,19183
10,0,19963
11,0,20891
12,0,48237
13,0,20418
14,0,18175
15,0,20680
16,0,21147
17,0,28963
18,0,20521
19,0,29282
20,0,23022
21,0,26650
22,0,23205
23,0,32323
24,0,33247
25,0,26862
26,0,28116
27,0,30620
28,0,16905
29,0,25035
30,0,24191
31,0,27530
32,0,28731
33,0,18105
34,0,22575
35,0,22303
36,0,29341
37,0,26318
38,0,21853
39,0,21861
40,0,32701
41,0,31838
42,0,20120
43,0,23530
44,0,26822
45,0,21107
46,0,26086
47,0,48803
48,0,20370
49,0,48803
50,0,23792
51,0,24816
52,0,16207
53,0,22440
54,0,26705
55,0,22242
56,0,29890
57,0,26963
58,0,20521
59,0,33712
60,0,26645
61,0,19494
62,0,30031
63,0,29918
64,0,29486
65,0,30058
66,0,25294
67,0,20447
68,0,27477
69,0,30243
70,0,23245
71,0,21991
72,0,25554
73,0,23792
74,0,21374
75,0,25166
76,0,48723
77,0,32822
78,0,34369
79,0,27348
80,0,19314
81,0,23519
82,0,26208
83,0,25548
84,0,27542
85,0,17801
86,0,23559
87,0,25891
88,0,28994
89,0,34980
90,0,20457
91,0,29058
92,0,20521
93,0,23221
94,0,21911
95,0,21394
96,0,19770
97,0,26628
98,0,20468
99,0,23051
100,0,26916
101,0,17905
102,0,27765
103,0,29398
104,0,13571
105,0,23709
106,0,19228
107,0,12243
108,0,35128
109,0,34000
110,0,30767
111,0,19963
112,0,35104
113,0,27019
114,0,19241
115,0,26610
116,0,24996
117,0,25225
118,0,16207
119,0,26432
120,0,34759
121,0,16905
122,0,21093
123,0,48546
124,0,29282
125,0,27948
126,0,33061
127,0,22353
128,0,49505
129,0,26680
130,0,22867
131,0,23363
132,0,26452
133,0,33257
134,0,48036
135,0,20222
136,0,23508
137,0,31313
138,0,15603
139,0,19544
140,0,22193
141,0,25875
142,0,17154
143,0,25418
144,0,27716
145,0,21417
146,0,23268
147,0,19779
148,0,24611
149,0,27704
150,0,31636
151,0,26452
152,0,26489
153,0,20032
154,0,21901
155,0,25659
156,0,25075
157,0,32979
158,0,17883
159,0,19061
160,0,20393
161,0,24547
162,0,11796
163,0,26452
164,0,23519
165,0,26596
166,0,50192
167,0,24210
168,0,34510
169,0,21860
170,0,23427
171,0,21936
172,0,18165
173,0,17883
174,0,34419
175,0,19465
176,0,26369
177,0,23588
178,0,10198
179,0,21170
180,0,16138
181,0,27564
182,0,23792
183,0,23720
184,0,19695
185,0,34916
186,0,12777
187,0,26452
188,0,27441
189,0,29181
190,0,27281
191,0,18073
192,0,27729
193,0,25276
194,0,25815
195,0,22353
196,0,25372
197,0,11772
198,0,22433
199,0,22378
200,0,34479
201,0,38171
202,0,29893
203,0,25269
204,0,19239
205,0,30228
206,0,11466
207,0,27378
208,0,21822
209,0,10473
210,0,31381
211,0,28813
212,0,33553
213,0,29104
214,0,11137
215,0,23468
216,0,25256
217,0,26308
218,0,27317
219,0,28705
220,0,27281
221,0,31688
222,0,26714
223,0,31644
224,0,12791
225,0,17312
226,0,32743
227,0,31838
228,0,20638
229,0,25847
230,0,20120
231,0,27729
232,0,20393
233,0,29533
234,0,28762
235,0,29306
236,0,30308
237,0,28783
238,0,22374
239,0,19939
240,0,28813
241,0,25792
242,0,29676
243,0,9433
244,0,22345
245,0,27391
246,0,25302
247,0,18164
248,0,31095
249,0,9865
250,0,20162
251,0,13314
252,0,29942
253,0,21892
254,0,31636
255,0,18802
256,0,32929
257,0,35534
258,0,27281
259,0,19338
260,0,25215
261,0,25084
262,0,13042
263,0,20680
264,0,24168
265,0,16222
266,0,28367
267,0,29657
268,0,26432
269,0,21119
270,0,19661
271,0,19520
272,0,16654
273,0,34249
274,0,18206
275,0,23851
276,0,29417
277,0,9180
278,0,28783
279,0,26800
280,0,30385
281,0,30499
282,0,27595
283,0,22676
284,0,33662
285,0,11546
286,0,25447
287,0,20446
288,0,24588
289,0,19886
290,0,29714
291,0,23628
292,0,26456
293,0,20463
294,0,21720
295,0,25562
296,0,29426
297,0,21122
298,0,26876
299,0,25249
300,0,18436
301,0,28286
302,0,25282
303,0,27142
