SID,T-06:00:00,NODE
1,0,31844
2,0,36561
3,0,19869
4,0,25864
5,0,22483
6,0,21374
7,0,24168
8,0,25170
9,0,23870
10,0,25604
11,0,27328
12,0,47594
13,0,25601
14,0,25447
15,0,28684
16,0,27195
17,0,27605
18,0,18804
19,0,25815
20,0,24832
21,0,19544
22,0,22682
23,0,12937
24,0,27251
25,0,26906
26,0,32878
27,0,34506
28,0,25726
29,0,25548
30,0,28978
31,0,23311
32,0,26850
33,0,25249
34,0,21124
35,0,22047
36,0,27865
37,0,27905
38,0,32743
39,0,26985
40,0,19544
41,0,21500
42,0,20859
43,0,32118
44,0,24642
45,0,29434
46,0,33182
47,0,25324
48,0,23865
49,0,21539
50,0,30620
51,0,25548
52,0,18447
53,0,10311
54,0,27172
55,0,24020
56,0,33679
57,0,22242
58,0,20835
59,0,9936
60,0,23952
61,0,20571
62,0,33146
63,0,20463
64,0,21969
65,0,22422
66,0,34543
67,0,28084
68,0,27274
69,0,19480
70,0,20088
71,0,31595
72,0,25570
73,0,29735
74,0,22579
75,0,48682
76,0,19869
77,0,23792
78,0,25234
79,0,29128
80,0,21572
81,0,30620
82,0,20383
83,0,28978
84,0,10418
85,0,26474
86,0,26779
87,0,25974
88,0,31810
89,0,31958
90,0,24270
91,0,27472
92,0,21245
93,0,19314
94,0,22593
95,0,17312
96,0,31844
97,0,27244
98,0,27441
99,0,23845
100,0,24166
101,0,15792
102,0,27720
103,0,30878
104,0,28367
105,0,18495
106,0,21925
107,0,31636
108,0,29306
109,0,33662
110,0,20123
111,0,23508
112,0,26120
113,0,31838
114,0,28558
115,0,13357
116,0,27707
117,0,23363
118,0,21119
119,0,32743
120,0,23022
121,0,25792
122,0,22682
123,0,29104
124,0,18262
125,0,23832
126,0,22126
127,0,27259
128,0,26610
129,0,19480
130,0,16969
131,0,13416
132,0,30767
133,0,24055
134,0,25452
135,0,24788
136,0,27181
137,0,29243
138,0,19533
139,0,30415
140,0,17457
141,0,27865
142,0,31742
143,0,26621
144,0,20120
145,0,21720
146,0,25338
147,0,29095
148,0,26086
149,0,32946
150,0,23788
151,0,26582
152,0,47975
153,0,23612
154,0,27378
155,0,26764
156,0,27142
157,0,21872
158,0,25538
159,0,31243
160,0,23268
161,0,25845
162,0,26257
163,0,19884
164,0,28724
165,0,19344
166,0,31032
167,0,22749
168,0,33679
169,0,28826
170,0,28434
171,0,26899
172,0,25604
173,0,19770
174,0,30678
175,0,48546
176,0,31855
177,0,27716
178,0,27622
179,0,26966
180,0,18013
