SID,T-06:00:00,NODE
1,0,23498
2,0,23198
3,0,50126
4,0,21317
5,0,23915
6,0,23198
7,0,15828
8,0,10418
9,0,25190
10,0,21991
11,0,23051
12,0,34052
13,0,10682
14,0,34308
15,0,26630
16,0,27696
17,0,32743
18,0,32465
19,0,23548
20,0,23519
21,0,20349
22,0,16597
23,0,27194
24,0,32929
25,0,19923
26,0,31346
27,0,24262
28,0,26027
29,0,11202
30,0,24262
31,0,28481
32,0,31568
33,0,32998
34,0,33635
35,0,48674
36,0,48299
37,0,48546
38,0,26923
39,0,23221
40,0,25372
41,0,31865
42,0,35206
43,0,27159
44,0,18870
45,0,26683
46,0,31838
47,0,22795
48,0,24832
49,0,25294
50,0,17807
51,0,24285
52,0,21823
53,0,17960
54,0,22353
55,0,18969
56,0,31595
57,0,26399
58,0,34688
59,0,26699
60,0,19803
61,0,26193
62,0,23198
63,0,17794
64,0,30305
65,0,27218
66,0,19266
67,0,23951
68,0,19786
69,0,26021
70,0,21378
71,0,49728
72,0,29426
73,0,23253
74,0,20507
75,0,25601
76,0,25726
77,0,26599
78,0,25652
79,0,26866
80,0,48979
81,0,23653
82,0,25604
83,0,20233
84,0,26691
85,0,15522
86,0,30977
87,0,26925
88,0,29095
89,0,26538
90,0,18173
91,0,19061
92,0,22259
93,0,25573
94,0,30098
95,0,26063
96,0,29784
97,0,29871
98,0,19359
99,0,18523
100,0,24191
101,0,22137
102,0,12791
103,0,33081
104,0,15597
105,0,19498
106,0,19963
107,0,26307
108,0,26800
109,0,30028
110,0,20325
111,0,38718
112,0,28024
113,0,20446
114,0,25410
115,0,18211
116,0,20233
117,0,29566
118,0,20459
119,0,28955
120,0,17584
121,0,18959
122,0,38665
123,0,20832
124,0,27317
125,0,27552
126,0,20607
127,0,27707
128,0,34420
129,0,30120
130,0,29282
131,0,6978
132,0,27338
133,0,23706
134,0,28890
135,0,22554
136,0,35544
137,0,25406
138,0,22873
139,0,21168
140,0,25338
141,0,21830
142,0,27317
143,0,26452
144,0,9680
145,0,26176
146,0,12791
147,0,13357
148,0,30572
149,0,23628
150,0,28978
151,0,28558
152,0,33662
153,0,48014
154,0,28813
155,0,23393
156,0,31381
157,0,26764
158,0,24224
159,0,25726
160,0,29893
161,0,24210
162,0,24493
163,0,16140
164,0,35544
165,0,22113
166,0,18398
167,0,24020
168,0,16654
169,0,23769
170,0,48781
171,0,23588
172,0,22454
173,0,26739
174,0,25443
175,0,23403
176,0,26202
177,0,19312
178,0,18016
179,0,27199
180,0,31381
181,0,21762
182,0,24927
183,0,27564
184,0,24487
185,0,28373
186,0,24909
187,0,26311
188,0,25302
189,0,28610
190,0,25170
191,0,21417
192,0,22188
193,0,21256
194,0,12243
195,0,23508
196,0,30342
197,0,25792
198,0,25249
199,0,22025
200,0,28963
201,0,23847
202,0,33966
203,0,21327
204,0,26767
205,0,24937
206,0,22137
207,0,23930
208,0,28858
209,0,18451
210,0,34380
211,0,25094
212,0,25372
213,0,27973
214,0,22795
215,0,23268
216,0,30342
217,0,26308
218,0,28110
219,0,23221
220,0,22345
221,0,16654
222,0,26511
223,0,31038
224,0,29434
225,0,28943
226,0,22787
227,0,16884
228,0,12210
229,0,33247
230,0,22141
231,0,24971
232,0,28286
233,0,24914
234,0,25028
235,0,29398
236,0,26197
237,0,31844
238,0,25548
239,0,23163
240,0,10362
241,0,23220
242,0,24166
243,0,26764
244,0,27780
245,0,29652
246,0,34916
247,0,28809
248,0,21234
249,0,49412
250,0,32635
251,0,26615
252,0,20162
253,0,23221
254,0,22141
255,0,24218
256,0,27274
257,0,26884
258,0,25714
259,0,31838
260,0,30678
261,0,26814
262,0,48937
263,0,28371
264,0,10317
265,0,21865
266,0,31810
267,0,23924
268,0,25659
269,0,12155
270,0,30259
271,0,17285
272,0,33187
273,0,26649
274,0,22345
275,0,20434
276,0,26605
277,0,26498
278,0,26808
279,0,23542
280,0,22193
281,0,24500
282,0,23232
283,0,26699
284,0,29871
285,0,28558
286,0,27643
287,0,33097
288,0,33683
289,0,25562
290,0,17769
291,0,30259
292,0,29779
293,0,26401
294,0,30311
295,0,30028
296,0,27707
297,0,16652
298,0,27371
299,0,10053
300,0,19770
301,0,22990
302,0,12243
303,0,25447
304,0,26702
305,0,24638
306,0,23847
307,0,25823
308,0,22242
309,0,25447
310,0,25190
311,0,31622
312,0,23393
313,0,23870
314,0,19480
315,0,48541
316,0,34428
317,0,23738
318,0,23548
319,0,28536
320,0,21720
321,0,22459
322,0,27564
323,0,20158
324,0,29934
325,0,21230
326,0,11205
327,0,20818
328,0,26792
329,0,17960
330,0,26197
331,0,26082
332,0,26176
333,0,21693
334,0,8799
335,0,11546
336,0,28228
337,0,17295
338,0,23302
339,0,24844
340,0,19869
341,0,31637
342,0,18042
343,0,27572
344,0,26702
345,0,23022
346,0,26694
347,0,21119
348,0,29893
349,0,48663
350,0,28978
351,0,25562
352,0,27716
353,0,34261
354,0,24197
355,0,31765
356,0,25108
357,0,31771
358,0,31622
359,0,23628
360,0,20680
361,0,33662
362,0,29028
363,0,49122
364,0,19592
365,0,22600
366,0,26628
367,0,22242
368,0,28536
369,0,9910
370,0,20607
371,0,20322
372,0,22146
373,0,27244
374,0,25160
375,0,19338
376,0,20680
377,0,9958
378,0,10053
379,0,23442
380,0,21335
381,0,26118
382,0,28283
383,0,27559
384,0,24575
385,0,31838
386,0,33662
387,0,29652
388,0,22787
389,0,18942
390,0,15780
391,0,18427
392,0,31424
393,0,20248
394,0,49726
395,0,7810
396,0,26763
397,0,50192
398,0,32969
399,0,19544
400,0,27692
401,0,35536
402,0,19740
403,0,21720
404,0,31701
405,0,31622
406,0,19686
407,0,24654
408,0,24948
409,0,29848
410,0,26694
411,0,23329
412,0,20532
413,0,20607
414,0,18839
415,0,24002
416,0,35210
417,0,21470
418,0,27124
419,0,17578
420,0,24642
421,0,26899
422,0,23276
423,0,27011
424,0,17312
425,0,49026
426,0,30717
427,0,26636
428,0,25164
429,0,24568
430,0,23965
431,0,26252
432,0,26866
433,0,20812
434,0,20638
435,0,24224
436,0,26610
437,0,50192
438,0,30533
439,0,13357
440,0,21720
441,0,49377
442,0,20434
443,0,25447
444,0,29871
445,0,27302
446,0,27693
447,0,19498
448,0,12243
449,0,27174
450,0,30419
451,0,26691
452,0,23151
453,0,25200
454,0,19465
455,0,31280
456,0,33998
457,0,25307
458,0,19770
459,0,34518
460,0,27568
461,0,18282
462,0,18457
463,0,29313
464,0,25406
465,0,31716
466,0,29508
467,0,26082
468,0,29181
469,0,26176
470,0,35028
471,0,20818
472,0,17807
473,0,26000
474,0,17301
475,0,16287
476,0,16183
477,0,18176
478,0,27202
479,0,27251
480,0,24999
481,0,10473
482,0,23738
483,0,25457
484,0,22193
485,0,19535
486,0,24166
487,0,23065
488,0,30935
489,0,31641
490,0,27371
491,0,33662
492,0,20141
493,0,21235
494,0,28776
495,0,27468
496,0,19963
497,0,21234
498,0,32976
499,0,20434
500,0,19770
501,0,26636
502,0,22179
503,0,25452
504,0,25164
505,0,23530
506,0,23519
507,0,31716
508,0,23519
509,0,25659
510,0,20463
511,0,27024
512,0,29104
513,0,25227
514,0,27552
515,0,30689
516,0,28739
517,0,19498
518,0,10352
519,0,28858
520,0,16140
521,0,22602
522,0,25326
523,0,21969
524,0,34094
525,0,22137
526,0,19338
527,0,31271
528,0,33085
529,0,28514
530,0,26804
531,0,33820
532,0,24871
533,0,48674
534,0,12243
535,0,23427
536,0,21431
537,0,29491
538,0,19963
539,0,30419
540,0,25457
541,0,12791
542,0,26615
543,0,28558
544,0,18918
545,0,19914
546,0,29893
547,0,21771
548,0,19675
549,0,25279
550,0,29285
551,0,28116
552,0,30359
553,0,31328
554,0,22905
555,0,26923
556,0,21959
557,0,11704
558,0,19979
559,0,20370
560,0,27696
561,0,26277
562,0,26649
563,0,19344
564,0,26166
565,0,19111
566,0,32946
567,0,34420
568,0,25302
569,0,23022
570,0,32738
571,0,23618
572,0,29405
573,0,30053
574,0,27716
575,0,26478
576,0,34000
577,0,26393
578,0,29913
579,0,23965
580,0,24832
581,0,29938
582,0,26618
583,0,22905
584,0,34432
585,0,27172
586,0,23766
587,0,26822
588,0,25885
589,0,25604
590,0,21317
591,0,27720
592,0,25329
593,0,50197
594,0,32019
595,0,27692
596,0,24274
597,0,19582
598,0,28252
599,0,26866
600,0,28185
601,0,27716
602,0,33713
603,0,28188
604,0,19751
605,0,26318
606,0,29282
607,0,26596
608,0,16222
609,0,24224
610,0,25028
611,0,27914
612,0,25282
613,0,26197
614,0,34307
615,0,33266
616,0,23221
617,0,24020
618,0,23749
619,0,33662
620,0,34609
621,0,20158
622,0,24631
623,0,17932
624,0,13112
625,0,25294
626,0,29676
627,0,13084
628,0,21170
629,0,29893
630,0,50192
631,0,29104
632,0,26811
633,0,28536
634,0,23242
635,0,27208
636,0,25324
637,0,50126
638,0,30439
639,0,32929
640,0,16304
641,0,21872
642,0,32929
643,0,27783
644,0,19786
645,0,34980
646,0,25539
647,0,31622
648,0,26787
649,0,28826
650,0,28536
651,0,32743
652,0,23769
653,0,25784
654,0,31838
655,0,17875
656,0,50580
