SID,T-06:00:00,NODE
1,0,10198
2,0,34041
3,0,18069
4,0,34916
5,0,23706
6,0,23628
7,0,16624
8,0,9849
9,0,19544
10,0,27546
11,0,31716
12,0,20383
13,0,27365
14,0,33876
15,0,22229
16,0,25548
17,0,29058
18,0,25190
19,0,29860
20,0,19740
21,0,27412
22,0,25668
23,0,28434
24,0,27472
25,0,20120
26,0,20820
27,0,26176
28,0,23489
29,0,23788
30,0,23802
31,0,16140
32,0,29704
33,0,25276
34,0,19786
35,0,27199
36,0,27142
37,0,19746
38,0,27202
39,0,27212
40,0,18839
41,0,34376
42,0,32732
43,0,21872
44,0,33247
45,0,29871
46,0,48461
47,0,25652
48,0,25164
49,0,23845
50,0,48647
51,0,30479
52,0,33057
53,0,24844
54,0,18215
55,0,30866
56,0,26948
57,0,27690
58,0,24002
59,0,48557
60,0,24654
61,0,31761
62,0,20835
63,0,12978
64,0,19803
65,0,30268
66,0,33662
67,0,19770
68,0,26208
69,0,28520
70,0,29913
71,0,26275
72,0,31126
73,0,22320
74,0,26834
75,0,24119
76,0,12791
77,0,10352
78,0,19597
79,0,22345
80,0,26551
81,0,22544
82,0,18165
83,0,30385
84,0,26925
85,0,22931
86,0,26662
87,0,18265
88,0,29028
89,0,25104
90,0,23363
91,0,24642
92,0,21173
93,0,21720
94,0,27383
95,0,26764
96,0,26176
97,0,17801
98,0,21080
99,0,19015
100,0,30742
101,0,16140
102,0,11137
103,0,27905
104,0,22279
105,0,19914
106,0,22242
107,0,31978
108,0,17860
109,0,19544
110,0,22660
111,0,25815
112,0,48012
113,0,31139
114,0,23588
115,0,27783
116,0,17867
117,0,31595
118,0,27552
119,0,24654
120,0,27674
121,0,20680
122,0,20349
123,0,28826
124,0,26610
125,0,26063
126,0,30120
127,0,15792
128,0,23415
129,0,30742
130,0,24397
131,0,25326
132,0,26068
133,0,26020
134,0,17106
135,0,25885
136,0,24130
137,0,26829
138,0,25562
139,0,22255
140,0,23209
141,0,27306
142,0,25864
143,0,22700
144,0,27222
145,0,25699
146,0,28371
147,0,31179
148,0,18494
149,0,20835
150,0,29652
151,0,29942
152,0,24119
153,0,20132
154,0,25200
155,0,48337
156,0,24066
157,0,27371
158,0,48541
159,0,32520
160,0,21036
161,0,26086
162,0,16690
163,0,30401
164,0,33214
165,0,19334
166,0,27208
167,0,18495
168,0,21572
169,0,30718
170,0,16652
171,0,22242
172,0,26401
173,0,31844
174,0,29676
175,0,27317
176,0,27542
177,0,30243
178,0,17504
179,0,33998
180,0,25234
181,0,48337
182,0,20784
183,0,24642
184,0,20784
185,0,13098
186,0,26498
187,0,24168
188,0,25302
189,0,25116
190,0,21890
191,0,25984
192,0,34518
193,0,20571
194,0,21376
195,0,34204
196,0,19977
197,0,20120
198,0,25868
199,0,18046
200,0,22282
201,0,18802
202,0,27692
203,0,28955
204,0,22226
205,0,28724
206,0,31126
207,0,48048
208,0,25918
209,0,24642
210,0,30305
211,0,21841
212,0,33704
213,0,13571
214,0,23574
215,0,29684
216,0,26966
217,0,31139
218,0,26779
219,0,25263
220,0,21036
221,0,27403
222,0,26078
223,0,29413
224,0,22297
225,0,15647
226,0,29714
227,0,31844
228,0,23519
229,0,25815
230,0,25815
231,0,31844
232,0,29871
233,0,23273
234,0,28684
235,0,19582
236,0,24914
237,0,28426
238,0,17538
239,0,22571
240,0,20370
241,0,33085
242,0,18590
243,0,24166
244,0,27383
245,0,33712
246,0,31817
247,0,29714
248,0,24954
249,0,24002
250,0,24746
251,0,19811
252,0,29690
253,0,31467
254,0,16652
255,0,23653
256,0,28963
257,0,24215
258,0,32368
259,0,24210
260,0,15710
261,0,24527
262,0,20233
263,0,35556
264,0,20605
265,0,23375
266,0,24262
267,0,23505
268,0,21892
269,0,23498
270,0,32929
271,0,27905
272,0,21474
273,0,22749
274,0,28890
275,0,26694
276,0,18495
277,0,27914
278,0,29117
279,0,36871
280,0,18265
281,0,24654
282,0,18069
283,0,25302
284,0,24334
285,0,31838
286,0,50205
287,0,29942
288,0,21474
289,0,25215
290,0,20521
291,0,15417
292,0,23618
293,0,24044
294,0,29910
295,0,11162
296,0,25601
297,0,23653
298,0,27242
299,0,27622
300,0,25094
301,0,25779
302,0,16969
303,0,25452
304,0,31595
305,0,31243
306,0,23792
307,0,29871
308,0,26020
309,0,22247
310,0,26401
311,0,22483
312,0,34609
313,0,31220
314,0,28813
315,0,23508
316,0,28809
317,0,49484
318,0,27002
319,0,22193
320,0,31381
321,0,22724
322,0,26733
323,0,24069
324,0,26021
325,0,34759
326,0,23915
327,0,48543
328,0,32701
329,0,31810
330,0,19545
331,0,20521
332,0,26717
333,0,30867
334,0,22579
335,0,30977
336,0,17883
337,0,25340
338,0,23077
339,0,27142
340,0,30056
341,0,26596
342,0,31817
343,0,32520
344,0,32343
345,0,23832
346,0,24446
347,0,13357
348,0,19869
349,0,18942
350,0,26452
351,0,19111
352,0,31993
353,0,17807
354,0,24293
355,0,25964
356,0,32969
357,0,26297
358,0,22911
359,0,31838
360,0,24210
361,0,18271
362,0,27218
363,0,27391
364,0,26925
365,0,29095
366,0,25256
367,0,24569
368,0,20761
369,0,17835
370,0,18165
371,0,22193
372,0,29036
373,0,25918
374,0,18943
375,0,25984
376,0,34755
377,0,25215
378,0,25302
379,0,20770
380,0,34098
381,0,23273
382,0,24168
383,0,24654
384,0,24631
385,0,23236
386,0,31771
387,0,22122
388,0,27142
389,0,32343
390,0,26701
391,0,23588
392,0,31838
393,0,28195
394,0,30203
395,0,19914
396,0,20521
397,0,27629
398,0,13297
399,0,27194
400,0,31313
401,0,30056
402,0,25978
403,0,22593
404,0,25792
405,0,25557
406,0,26822
407,0,29913
408,0,25757
409,0,12243
410,0,22137
411,0,25978
412,0,33081
413,0,21762
414,0,16846
415,0,17883
416,0,32256
417,0,24791
418,0,19081
419,0,24293
420,0,15428
421,0,21370
422,0,20818
423,0,30028
424,0,23930
425,0,25984
426,0,26284
427,0,20162
428,0,25548
429,0,34041
430,0,28185
431,0,33754
432,0,21969
433,0,9928
434,0,26308
435,0,27317
436,0,27537
437,0,26166
438,0,23393
439,0,20638
440,0,30878
441,0,34688
442,0,15655
443,0,21626
444,0,27078
445,0,26456
446,0,28373
447,0,26047
448,0,26086
449,0,20235
450,0,23534
451,0,24028
452,0,27530
453,0,26839
454,0,23278
455,0,25815
456,0,19803
457,0,23977
458,0,25604
459,0,10053
460,0,20463
461,0,21817
462,0,13576
463,0,21572
464,0,27208
465,0,16884
466,0,23305
467,0,29910
468,0,24180
469,0,25200
470,0,32520
471,0,23220
472,0,19695
473,0,30308
474,0,32412
475,0,25190
476,0,18918
477,0,20162
478,0,28978
479,0,25164
480,0,25495
481,0,31454
482,0,25221
483,0,19480
484,0,19544
485,0,21337
486,0,18282
487,0,21436
488,0,25340
489,0,25823
490,0,25338
491,0,31570
492,0,26910
493,0,20654
494,0,29336
495,0,48541
496,0,17769
497,0,25190
498,0,23209
499,0,29002
500,0,30878
501,0,26730
502,0,32929
503,0,27281
504,0,29652
505,0,23738
506,0,23766
507,0,27195
508,0,24308
509,0,25974
510,0,23524
511,0,21860
512,0,25668
513,0,27622
514,0,50136
515,0,28974
516,0,26252
517,0,50192
518,0,48495
519,0,30718
520,0,22768
521,0,19347
522,0,21232
523,0,25303
524,0,31838
525,0,25221
526,0,18172
527,0,27521
528,0,12087
529,0,15428
530,0,49412
531,0,27812
532,0,27115
533,0,22913
534,0,28558
535,0,26086
536,0,26912
537,0,29652
538,0,26105
539,0,20626
540,0,26474
541,0,25326
542,0,19365
543,0,21693
544,0,25294
545,0,22252
546,0,24358
547,0,27515
548,0,28558
549,0,20050
550,0,9967
551,0,15597
552,0,19923
553,0,26000
554,0,24358
555,0,12243
