SID,T-06:00:00,NODE
1,0,24210
2,0,26361
3,0,29913
4,0,33790
5,0,23242
6,0,26197
7,0,22891
8,0,26856
9,0,25164
10,0,19803
11,0,25200
12,0,31827
13,0,23995
14,0,23022
15,0,29533
16,0,18468
17,0,25410
18,0,24168
19,0,20424
20,0,25190
21,0,21991
22,0,26180
23,0,26355
24,0,22440
25,0,24415
26,0,24654
27,0,34432
28,0,34354
29,0,26714
30,0,29735
31,0,27948
32,0,24020
33,0,25604
34,0,31328
35,0,20521
36,0,25868
37,0,18961
38,0,20709
39,0,25868
40,0,22873
41,0,32949
42,0,9928
43,0,23305
44,0,28774
45,0,31855
46,0,48865
47,0,26628
48,0,28562
49,0,30742
50,0,26518
51,0,26636
52,0,23282
53,0,26738
54,0,22331
55,0,18059
56,0,26705
57,0,32246
58,0,24937
59,0,22007
60,0,20233
61,0,29430
62,0,32228
63,0,20835
64,0,14036
65,0,23749
66,0,29107
67,0,25668
68,0,22047
69,0,48036
70,0,26682
71,0,25726
72,0,25406
73,0,26311
74,0,19674
75,0,24102
76,0,30120
77,0,28826
78,0,50192
79,0,24757
80,0,19338
81,0,29256
82,0,27468
83,0,22579
84,0,21404
85,0,48330
86,0,22791
87,0,26308
88,0,27472
89,0,15204
90,0,27212
91,0,18420
92,0,22345
93,0,20281
94,0,25674
95,0,26454
96,0,34419
97,0,27474
98,0,25779
99,0,21359
100,0,22749
101,0,27199
102,0,28633
103,0,19111
104,0,11137
105,0,31622
106,0,27391
107,0,38665
108,0,32040
109,0,29306
110,0,22454
111,0,25279
112,0,22255
113,0,21966
114,0,27515
115,0,23245
116,0,22141
117,0,11205
118,0,21410
119,0,17728
120,0,18176
121,0,29580
122,0,16765
123,0,31622
124,0,23338
125,0,26730
126,0,24927
127,0,27199
128,0,27564
129,0,23257
130,0,16411
131,0,29893
132,0,20605
133,0,28633
134,0,28012
135,0,24358
136,0,26966
137,0,15603
138,0,27181
139,0,34062
140,0,48546
141,0,31636
142,0,22252
143,0,30935
144,0,31193
145,0,22236
146,0,12243
147,0,29860
148,0,29282
149,0,27914
150,0,27802
151,0,29104
152,0,26610
153,0,24810
154,0,33251
155,0,29652
156,0,21170
157,0,24954
158,0,19546
159,0,16885
160,0,31636
161,0,30888
162,0,22086
163,0,31838
164,0,25028
165,0,27696
166,0,28813
167,0,21374
168,0,50192
169,0,25120
170,0,24191
171,0,33209
