SID,T-06:00:00,NODE
1,0,21801
2,0,28439
3,0,17356
4,0,30028
5,0,25104
6,0,31958
7,0,28286
8,0,23480
9,0,31570
10,0,27072
11,0,26435
12,0,27692
13,0,21966
14,0,25519
15,0,22345
16,0,27608
17,0,22433
18,0,23766
19,0,20393
20,0,24315
21,0,27281
22,0,25227
23,0,22287
24,0,19587
25,0,21991
26,0,23832
27,0,28943
28,0,13543
29,0,22454
30,0,17781
31,0,23191
32,0,26923
33,0,21677
34,0,27181
35,0,26834
36,0,29910
37,0,10418
38,0,24996
39,0,20619
40,0,16287
41,0,25329
42,0,17411
43,0,25225
44,0,20468
45,0,23766
46,0,33966
47,0,22751
48,0,20434
49,0,16885
50,0,16978
51,0,18444
52,0,10064
53,0,27115
54,0,23151
55,0,26086
56,0,23302
57,0,23653
58,0,27338
59,0,23628
60,0,19109
61,0,26966
62,0,23245
63,0,27338
64,0,18262
65,0,24954
66,0,12791
67,0,25457
68,0,28190
69,0,35010
70,0,9483
71,0,31450
72,0,20761
73,0,24156
74,0,33998
75,0,13189
76,0,48299
77,0,24654
78,0,20393
79,0,17038
80,0,21374
81,0,25321
82,0,26021
83,0,17801
84,0,27605
85,0,29934
86,0,21122
87,0,26615
88,0,26180
89,0,34497
90,0,31464
91,0,20446
92,0,26176
93,0,48944
94,0,23282
95,0,26966
96,0,28110
97,0,23221
98,0,12791
99,0,27643
100,0,24166
101,0,23403
102,0,19344
103,0,28001
104,0,20571
105,0,21983
106,0,29707
107,0,28826
108,0,22478
109,0,28955
110,0,20021
111,0,24927
112,0,21063
113,0,19587
114,0,28297
115,0,27172
116,0,23574
117,0,23847
118,0,21245
119,0,27629
120,0,26596
121,0,28334
122,0,27564
123,0,26767
124,0,11137
125,0,27622
126,0,27134
127,0,32321
128,0,27542
129,0,28024
130,0,25123
131,0,48337
132,0,21119
133,0,25548
134,0,34307
135,0,17584
136,0,23077
137,0,25048
138,0,22345
139,0,28680
140,0,19667
141,0,27816
142,0,33868
143,0,21959
144,0,27905
145,0,26943
146,0,31838
147,0,24487
148,0,48723
149,0,27552
150,0,22384
151,0,24156
152,0,23653
153,0,23446
154,0,25604
155,0,25538
156,0,27194
157,0,48600
158,0,25964
159,0,22873
160,0,27306
161,0,30311
162,0,31208
163,0,21107
164,0,27816
165,0,8261
166,0,24791
167,0,14013
168,0,26454
169,0,30923
170,0,28520
171,0,22259
172,0,25699
173,0,29533
174,0,19774
175,0,31126
176,0,26166
177,0,27865
178,0,29240
179,0,24168
180,0,23471
181,0,32321
182,0,20383
183,0,12072
184,0,48723
185,0,31193
186,0,32305
187,0,18802
188,0,25282
189,0,27222
190,0,26308
191,0,23628
192,0,34098
193,0,26086
194,0,31313
195,0,29566
196,0,21822
197,0,10684
198,0,28692
199,0,26620
200,0,30091
201,0,26464
202,0,47806
203,0,27696
204,0,27158
205,0,31139
206,0,31844
207,0,35536
208,0,20835
209,0,25225
210,0,23673
211,0,20468
212,0,26355
213,0,34048
214,0,28467
215,0,28724
216,0,30878
217,0,17100
218,0,21898
219,0,26318
220,0,12791
221,0,26166
222,0,9979
223,0,15701
224,0,23792
225,0,19475
226,0,34041
227,0,25580
228,0,23792
229,0,18069
230,0,20447
231,0,25372
232,0,26454
233,0,24862
234,0,28272
235,0,31838
236,0,26618
237,0,28554
238,0,24862
239,0,23653
240,0,19338
241,0,31774
242,0,21256
243,0,23221
244,0,48663
245,0,29028
246,0,19487
247,0,31838
248,0,12791
249,0,25601
250,0,19592
